2.97
2.44
4.08
4.12
3.83
3.67
2.82
3.26
3.56
3.87
2.98
2.90
3.17
2.99
2.87
3.31
3.06
3.80
3.33
3.13
4.10
3.73
3.10
4.26
4.11
3.61
3.34
3.90
3.67
3.11
3.94
4.55
2.31
3.55
3.48
3.73
2.82
3.99
2.62
2.46
3.10
2.88
3.22
3.82
3.28
2.95
2.60
3.62
3.18
2.30
3.85
3.59
3.47
3.55
3.14
4.46
3.51
3.11
4.77
4.36
4.08
2.98
3.47
2.86
3.08
2.75
4.25
3.14
2.82
3.13
2.81
3.73
2.77
3.45
3.86
3.48
3.93
3.26
4.20
4.15
4.45
4.11
2.44
3.02
3.07
4.14
4.16
3.87
3.33
3.48
3.40
4.42
4.09
3.78
4.05
3.58
4.50
2.66
2.06
4.23
